iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,2020-07-13,108546.0,542.0,330.286,8850.0,8.0,9.714,2822.725,14.095,8.589,230.143,0.208,0.253,1.1,71.0,1.846,523.0,13.601,,,,,3457060.0,51819.0,90.606,1.358,44565.0,1.168,0.0074,134.9,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-14,108972.0,426.0,346.429,8854.0,4.0,9.143,2833.803,11.078,9.009,230.247,0.104,0.238,1.11,65.0,1.69,511.0,13.288,,,,,3497651.0,40591.0,91.67,1.064,45775.0,1.2,0.0076,132.1,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-15,109378.0,406.0,358.571,8868.0,14.0,8.714,2844.361,10.558,9.325,230.611,0.364,0.227,1.12,62.0,1.612,507.0,13.184,,,,,3532695.0,35044.0,92.588,0.918,46371.0,1.215,0.0077,129.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-16,109860.0,482.0,379.714,8879.0,11.0,8.714,2856.896,12.534,9.874,230.897,0.286,0.227,1.12,67.0,1.742,496.0,12.898,,,,,3580120.0,47425.0,93.831,1.243,47139.0,1.235,0.0081,124.1,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-17,110389.0,529.0,405.571,8892.0,13.0,9.0,2870.652,13.757,10.547,231.235,0.338,0.234,1.13,65.0,1.69,492.0,12.794,,,,,3634898.0,54778.0,95.267,1.436,48000.0,1.258,0.0084,118.4,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-18,110773.0,384.0,426.143,8896.0,4.0,8.286,2880.638,9.986,11.082,231.339,0.104,0.215,1.13,67.0,1.742,508.0,13.21,,,,,3693362.0,58464.0,96.799,1.532,48801.0,1.279,0.0087,114.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-19,111026.0,253.0,431.714,8900.0,4.0,8.286,2887.217,6.579,11.227,231.443,0.104,0.215,1.12,71.0,1.846,513.0,13.341,,,,,3753607.0,60245.0,98.378,1.579,49767.0,1.304,0.0087,115.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,5639.0986,3.39,2.41,148.83324
CAN,North America,Canada,2020-07-20,111821.0,795.0,467.857,8904.0,4.0,7.714,2907.891,20.674,12.167,231.547,0.104,0.201,1.12,72.0,1.872,527.0,13.705,,,,,3808126.0,54519.0,99.807,1.429,50152.0,1.314,0.0093,107.2,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-21,112281.0,460.0,472.714,8909.0,5.0,7.857,2919.853,11.962,12.293,231.677,0.13,0.204,1.11,74.0,1.924,546.0,14.199,,,,,3852126.0,44000.0,100.96,1.153,50639.0,1.327,0.0093,107.1,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-22,112663.0,382.0,469.286,8914.0,5.0,6.571,2929.787,9.934,12.204,231.807,0.13,0.171,1.09,73.0,1.898,524.0,13.627,,,,,3898127.0,46001.0,102.166,1.206,52205.0,1.368,0.009,111.2,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-23,113399.0,736.0,505.571,8922.0,8.0,6.143,2948.927,19.14,13.147,232.015,0.208,0.16,1.09,67.0,1.742,465.0,12.092,,,,,3951025.0,52898.0,103.552,1.386,52986.0,1.389,0.0095,104.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-24,113836.0,437.0,492.429,8928.0,6.0,5.143,2960.291,11.364,12.806,232.172,0.156,0.134,1.07,65.0,1.69,442.0,11.494,,,,,4008172.0,57147.0,105.05,1.498,53325.0,1.398,0.0092,108.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-25,114172.0,336.0,485.571,8931.0,3.0,5.0,2969.029,8.738,12.627,232.25,0.078,0.13,1.05,63.0,1.638,426.0,11.078,,,,,4070037.0,61865.0,106.671,1.621,53811.0,1.41,0.009,110.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-26,114479.0,307.0,493.286,8935.0,4.0,5.0,2977.012,7.983,12.828,232.354,0.104,0.13,1.04,62.0,1.612,438.0,11.39,,,,,4132139.0,62102.0,108.299,1.628,54076.0,1.417,0.0091,109.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,5725.9985,3.34,1.67,151.1268
CAN,North America,Canada,2020-07-27,115110.0,631.0,469.857,8948.0,13.0,6.286,2993.421,16.409,12.219,232.692,0.338,0.163,1.03,61.0,1.586,423.0,11.0,,,,,4188015.0,55876.0,109.763,1.464,54270.0,1.422,0.0087,115.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-28,115487.0,377.0,458.0,8957.0,9.0,6.857,3003.225,9.804,11.91,232.926,0.234,0.178,1.01,62.0,1.612,403.0,10.48,,,,,4237258.0,49243.0,111.054,1.291,55019.0,1.442,0.0083,120.1,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-29,115988.0,501.0,475.0,8962.0,5.0,6.857,3016.253,13.028,12.352,233.056,0.13,0.178,1.01,71.0,1.846,415.0,10.792,,,,,4279312.0,42054.0,112.156,1.102,54455.0,1.427,0.0087,114.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-30,116434.0,446.0,433.571,8975.0,13.0,7.571,3027.852,11.598,11.275,233.394,0.338,0.197,0.99,69.0,1.794,382.0,9.934,,,,,4335747.0,56435.0,113.635,1.479,54960.0,1.44,0.0079,126.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-07-31,116886.0,452.0,435.714,8981.0,6.0,7.571,3039.606,11.754,11.331,233.55,0.156,0.197,0.98,71.0,1.846,367.0,9.544,,,,,4398108.0,62361.0,115.269,1.634,55705.0,1.46,0.0078,127.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-01,117140.0,254.0,424.0,8985.0,4.0,7.714,3046.211,6.605,11.026,233.654,0.104,0.201,0.98,74.0,1.924,364.0,9.466,,,,,4460821.0,62713.0,116.913,1.644,55826.0,1.463,0.0076,131.7,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-02,117324.0,184.0,406.429,8988.0,3.0,7.571,3050.996,4.785,10.569,233.732,0.078,0.197,0.97,76.0,1.976,363.0,9.44,,,,,4529169.0,68348.0,118.704,1.791,56719.0,1.487,0.0072,139.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,5770.8984,3.27,0.87,152.31184
CAN,North America,Canada,2020-08-03,117591.0,267.0,354.429,8988.0,0.0,5.714,3057.939,6.943,9.217,233.732,0.0,0.149,0.97,84.0,2.184,347.0,9.024,,,,,4590402.0,61233.0,120.309,1.605,57484.0,1.507,0.0062,162.2,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-04,118280.0,689.0,399.0,8997.0,9.0,5.714,3075.857,17.917,10.376,233.966,0.234,0.149,0.98,84.0,2.184,347.0,9.024,,,,,4635750.0,45348.0,121.498,1.189,56927.0,1.492,0.007,142.7,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-05,118638.0,358.0,378.571,9002.0,5.0,5.714,3085.166,9.31,9.845,234.096,0.13,0.149,0.98,85.0,2.21,330.0,8.582,,,,,4677949.0,42199.0,122.604,1.106,56948.0,1.493,0.0066,150.4,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-06,118971.0,333.0,362.429,9009.0,7.0,4.857,3093.826,8.66,9.425,234.278,0.182,0.126,0.98,81.0,2.106,299.0,7.775,,,,,4723937.0,45988.0,123.809,1.205,55456.0,1.453,0.0065,153.0,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-07,119413.0,442.0,361.0,9014.0,5.0,4.714,3105.32,11.494,9.388,234.408,0.13,0.123,0.99,77.0,2.002,304.0,7.905,,,,,4781013.0,57076.0,125.305,1.496,54701.0,1.434,0.0066,151.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-08,119652.0,239.0,358.857,9017.0,3.0,4.571,3111.535,6.215,9.332,234.486,0.078,0.119,0.99,75.0,1.95,299.0,7.775,,,,,4839800.0,58787.0,126.846,1.541,54140.0,1.419,0.0066,150.9,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-09,119875.0,223.0,364.429,9021.0,4.0,4.714,3117.334,5.799,9.477,234.59,0.104,0.123,1.0,70.0,1.82,304.0,7.905,,,,,4898783.0,58983.0,128.392,1.546,52802.0,1.384,0.0069,144.9,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,5798.7983,3.19,0.54,153.04822
CAN,North America,Canada,2020-08-10,120458.0,583.0,409.571,9028.0,7.0,5.714,3132.495,15.161,10.651,234.772,0.182,0.149,1.0,67.0,1.742,281.0,7.307,,,,,4958570.0,59787.0,129.959,1.567,52595.0,1.378,0.0078,128.4,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-11,120820.0,362.0,362.857,9034.0,6.0,5.286,3141.909,9.414,9.436,234.928,0.156,0.137,1.0,66.0,1.716,270.0,7.021,,,,,5005681.0,47111.0,131.193,1.235,52847.0,1.385,0.0069,145.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-12,121153.0,333.0,359.286,9039.0,5.0,5.286,3150.569,8.66,9.343,235.058,0.13,0.137,1.01,69.0,1.794,267.0,6.943,,,,,5049821.0,44140.0,132.35,1.157,53125.0,1.392,0.0068,147.9,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-13,121647.0,494.0,382.286,9044.0,5.0,5.0,3163.415,12.846,9.941,235.188,0.13,0.13,1.02,67.0,1.742,299.0,7.775,,,,,5104825.0,55004.0,133.792,1.442,54413.0,1.426,0.007,142.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-14,122059.0,412.0,378.0,9048.0,4.0,4.857,3174.129,10.714,9.83,235.292,0.104,0.126,1.03,66.0,1.716,267.0,6.943,,,,,5167879.0,63054.0,135.444,1.653,55267.0,1.448,0.0068,146.2,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-15,122269.0,210.0,373.857,9054.0,6.0,5.286,3179.59,5.461,9.722,235.448,0.156,0.137,1.03,66.0,1.716,263.0,6.839,,,,,5232301.0,64422.0,137.133,1.688,56072.0,1.47,0.0067,150.0,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-16,122444.0,175.0,367.0,9059.0,5.0,5.429,3184.141,4.551,9.544,235.578,0.13,0.141,1.05,61.0,1.586,263.0,6.839,,,,,5298207.0,65906.0,138.86,1.727,57061.0,1.496,0.0064,155.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,6026.698,3.22,4.4,159.06319
CAN,North America,Canada,2020-08-17,122648.0,204.0,312.857,9061.0,2.0,4.714,3189.446,5.305,8.136,235.63,0.052,0.123,1.06,63.0,1.638,259.0,6.735,,,,,5351934.0,53727.0,140.268,1.408,56195.0,1.473,0.0056,179.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-18,123551.0,903.0,390.143,9074.0,13.0,5.714,3212.928,23.482,10.146,235.968,0.338,0.149,1.09,63.0,1.638,256.0,6.657,,,,,5402380.0,50446.0,141.59,1.322,56671.0,1.485,0.0069,145.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-19,123906.0,355.0,393.286,9079.0,5.0,5.714,3222.16,9.232,10.227,236.098,0.13,0.149,1.09,62.0,1.612,255.0,6.631,,,,,5450573.0,48193.0,142.853,1.263,57250.0,1.5,0.0069,145.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-20,124152.0,246.0,357.857,9082.0,3.0,5.429,3228.557,6.397,9.306,236.176,0.078,0.141,1.1,56.0,1.456,246.0,6.397,,,,,5507747.0,57174.0,144.352,1.498,57560.0,1.509,0.0062,160.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-21,124857.0,705.0,399.714,9096.0,14.0,6.857,3246.891,18.333,10.395,236.54,0.364,0.178,1.11,50.0,1.3,240.0,6.241,,,,,5568435.0,60688.0,145.942,1.591,57222.0,1.5,0.007,143.2,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-22,125060.0,203.0,398.714,9097.0,1.0,6.143,3252.17,5.279,10.369,236.566,0.026,0.16,1.11,45.0,1.17,230.0,5.981,,,,,5632757.0,64322.0,147.628,1.686,57208.0,1.499,0.007,143.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-23,125323.0,263.0,411.286,9101.0,4.0,6.0,3259.009,6.839,10.695,236.67,0.104,0.156,1.12,43.0,1.118,226.0,5.877,,,,,5694345.0,61588.0,149.242,1.614,56591.0,1.483,0.0073,137.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,6244.598,3.25,4.2,164.81424
CAN,North America,Canada,2020-08-24,126064.0,741.0,488.0,9109.0,8.0,6.857,3278.279,19.27,12.69,236.878,0.208,0.178,1.13,42.0,1.092,238.0,6.189,,,,,5749324.0,54979.0,150.683,1.441,56770.0,1.488,0.0086,116.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-25,126435.0,371.0,412.0,9114.0,5.0,5.714,3287.926,9.648,10.714,237.008,0.13,0.149,1.13,45.0,1.17,242.0,6.293,,,,,5791993.0,42669.0,151.802,1.118,55659.0,1.459,0.0074,135.1,tests performed,,,,,,,,,,,,,,64.35,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-26,126919.0,484.0,430.429,9118.0,4.0,5.571,3300.513,12.586,11.193,237.112,0.104,0.145,1.14,50.0,1.3,261.0,6.787,,,,,5835264.0,43271.0,152.936,1.134,54956.0,1.44,0.0078,127.7,tests performed,,,,,,,,,,,,,,64.35,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-27,127394.0,475.0,463.143,9123.0,5.0,5.857,3312.865,12.352,12.044,237.242,0.13,0.152,1.15,52.0,1.352,252.0,6.553,,,,,5889923.0,54659.0,154.368,1.433,54597.0,1.431,0.0085,117.9,tests performed,,,,,,,,,,,,,,64.35,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-28,127956.0,562.0,442.714,9135.0,12.0,5.571,3327.48,14.615,11.513,237.555,0.312,0.145,1.16,52.0,1.352,249.0,6.475,,,,,5952708.0,62785.0,156.014,1.646,54896.0,1.439,0.0081,124.0,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-29,128283.0,327.0,460.429,9137.0,2.0,5.714,3335.983,8.504,11.973,237.607,0.052,0.149,1.17,54.0,1.404,244.0,6.345,,,,,6021277.0,68569.0,157.811,1.797,55503.0,1.455,0.0083,120.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-08-30,128561.0,278.0,462.571,9139.0,2.0,5.429,3343.213,7.229,12.029,237.659,0.052,0.141,1.18,58.0,1.508,261.0,6.787,,,,,6088912.0,67635.0,159.584,1.773,56367.0,1.477,0.0082,121.9,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,6255.498,3.17,0.21,165.10193
CAN,North America,Canada,2020-08-31,129594.0,1033.0,504.286,9147.0,8.0,5.429,3370.076,26.863,13.114,237.867,0.208,0.141,1.2,60.0,1.56,268.0,6.969,,,,,6146834.0,57922.0,161.102,1.518,56787.0,1.488,0.0089,112.6,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-01,130131.0,537.0,528.0,9151.0,4.0,5.286,3384.04,13.965,13.731,237.971,0.104,0.137,1.19,56.0,1.456,269.0,6.995,,,,,6201792.0,54958.0,162.542,1.44,58543.0,1.534,0.009,110.9,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-02,130698.0,567.0,539.857,9153.0,2.0,5.0,3398.785,14.745,14.039,238.023,0.052,0.13,1.2,58.0,1.508,264.0,6.865,,,,,6250262.0,48470.0,163.812,1.27,59285.0,1.554,0.0091,109.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-03,131350.0,652.0,565.143,9158.0,5.0,5.0,3415.74,16.955,14.696,238.153,0.13,0.13,1.2,55.0,1.43,263.0,6.839,,,,,6308657.0,58395.0,165.343,1.53,59819.0,1.568,0.0094,105.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-04,131988.0,638.0,576.0,9158.0,0.0,3.286,3432.331,16.591,14.979,238.153,0.0,0.085,1.21,58.0,1.508,248.0,6.449,,,,,6371047.0,62390.0,166.978,1.635,59763.0,1.566,0.0096,103.8,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-05,132368.0,380.0,583.571,9159.0,1.0,3.143,3442.213,9.882,15.176,238.179,0.026,0.082,1.22,49.0,1.274,226.0,5.877,,,,,6440078.0,69031.0,168.787,1.809,59829.0,1.568,0.0098,102.5,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-06,132799.0,431.0,605.429,9161.0,2.0,3.143,3453.421,11.208,15.744,238.231,0.052,0.082,1.23,50.0,1.3,227.0,5.903,,,,,6509289.0,69211.0,170.601,1.814,60054.0,1.574,0.0101,99.2,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,6419.398,3.17,3.11,169.42775
CAN,North America,Canada,2020-09-07,133216.0,417.0,517.429,9163.0,2.0,2.286,3464.265,10.844,13.456,238.283,0.052,0.059,1.24,45.0,1.17,226.0,5.877,,,,,6575400.0,66111.0,172.334,1.733,61224.0,1.605,0.0085,118.3,tests performed,,,,,,,,,,,,,,67.13,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-08,134694.0,1478.0,651.857,9170.0,7.0,2.714,3502.701,38.435,16.951,238.465,0.182,0.071,1.26,52.0,1.352,262.0,6.813,,,,,6632575.0,57175.0,173.832,1.498,61540.0,1.613,0.0106,94.4,tests performed,,,,,,,,,,,,,,63.43,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-09,135200.0,506.0,643.143,9174.0,4.0,3.0,3515.859,13.158,16.725,238.569,0.104,0.078,1.26,52.0,1.352,269.0,6.995,,,,,6686286.0,53711.0,175.24,1.408,62289.0,1.633,0.0103,96.9,tests performed,,,,,,,,,,,,,,63.43,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-10,136182.0,982.0,690.286,9182.0,8.0,3.429,3541.396,25.537,17.951,238.777,0.208,0.089,1.27,53.0,1.378,270.0,7.021,,,,,6737627.0,51341.0,176.586,1.346,61281.0,1.606,0.0113,88.8,tests performed,,,,,,,,,,,,,,63.43,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-09-11,136997.0,815.0,715.571,9181.0,,,3562.59,21.194,18.608,238.751,,,1.27,48.0,1.248,277.0,7.203,,,,,6803382.0,65755.0,178.309,1.723,61762.0,1.619,0.0116,86.3,tests performed,,,,,,,,,,,,,,63.43,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
