iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,2020-01-23,2.0,2.0,,,,,0.052,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-24,3.0,1.0,,,,,0.078,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-25,3.0,0.0,,,,,0.078,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-26,3.0,0.0,,,,,0.078,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-893.4,-3.49,-2.47,-23.579588
CAN,North America,Canada,2020-01-27,3.0,0.0,,,,,0.078,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-28,4.0,1.0,0.571,,,,0.104,0.026,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-29,4.0,0.0,0.571,,,,0.104,0.0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-30,4.0,0.0,0.286,,,,0.104,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-01-31,4.0,0.0,0.143,,,,0.104,0.0,0.004,,,,,,,,,,,,,0.0,,0.0,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-01,4.0,0.0,0.143,,,,0.104,0.0,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-02,4.0,0.0,0.143,,,,0.104,0.0,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-1166.5,-3.68,-4.47,-30.78754
CAN,North America,Canada,2020-02-03,4.0,0.0,0.143,,,,0.104,0.0,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-04,5.0,1.0,0.143,,,,0.13,0.026,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-05,6.0,1.0,0.286,,,,0.156,0.026,0.007,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-06,6.0,0.0,0.286,,,,0.156,0.0,0.007,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-07,8.0,2.0,0.571,,,,0.208,0.052,0.015,,,,,,,,,,,,,,,,,8.0,0.0,0.0714,14.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-08,8.0,0.0,0.571,,,,0.208,0.0,0.015,,,,,,,,,,,,,63.0,,0.002,,8.0,0.0,0.0714,14.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-09,8.0,0.0,0.571,,,,0.208,0.0,0.015,,,,,,,,,,,,,,,,,8.0,0.0,0.0714,14.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-1377.6,-3.64,-3.45,-36.35912
CAN,North America,Canada,2020-02-10,9.0,1.0,0.714,,,,0.234,0.026,0.019,,,,,,,,,,,,,,,,,7.0,0.0,0.102,9.8,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-11,9.0,0.0,0.571,,,,0.234,0.0,0.015,,,,,,,,,,,,,,,,,7.0,0.0,0.0816,12.3,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-12,9.0,0.0,0.429,,,,0.234,0.0,0.011,,,,,,,,,,,,,,,,,7.0,0.0,0.0613,16.3,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-13,9.0,0.0,0.429,,,,0.234,0.0,0.011,,,,,,,,,,,,,,,,,6.0,0.0,0.0715,14.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-14,9.0,0.0,0.143,,,,0.234,0.0,0.004,,,,,,,,,,,,,,,,,6.0,0.0,0.0238,42.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-15,9.0,0.0,0.143,,,,0.234,0.0,0.004,,,,,,,,,,,,,,,,,6.0,0.0,0.0238,42.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-16,9.0,0.0,0.143,,,,0.234,0.0,0.004,,,,,,,,,,,,,109.0,,0.003,,6.0,0.0,0.0238,42.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-1747.7,-3.98,-6.06,-46.127205
CAN,North America,Canada,2020-02-17,10.0,1.0,0.143,,,,0.26,0.026,0.004,,,,,,,,,,,,,,,,,7.0,0.0,0.0204,49.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-18,10.0,0.0,0.143,,,,0.26,0.0,0.004,,,,,,,,,,,,,,,,,7.0,0.0,0.0204,49.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-19,10.0,0.0,0.143,,,,0.26,0.0,0.004,,,,,,,,,,,,,,,,,8.0,0.0,0.0179,55.9,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-20,11.0,1.0,0.286,,,,0.286,0.026,0.007,,,,,,,,,,,,,,,,,9.0,0.0,0.0318,31.5,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-21,13.0,2.0,0.571,,,,0.338,0.052,0.015,,,,,,,,,,,,,166.0,,0.004,,10.0,0.0,0.0571,17.5,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-22,14.0,1.0,0.714,,,,0.364,0.026,0.019,,,,,,,,,,,,,,,,,11.0,0.0,0.0649,15.4,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-23,15.0,1.0,0.857,,,,0.39,0.026,0.022,,,,,,,,,,,,,,,,,13.0,0.0,0.0659,15.2,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2133.8,-4.27,-6.38,-56.317577
CAN,North America,Canada,2020-02-24,16.0,1.0,0.857,,,,0.416,0.026,0.022,,,,,,,,,,,,,212.0,,0.006,,13.0,0.0,0.0659,15.2,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-25,19.0,3.0,1.286,,,,0.494,0.078,0.033,,,,,,,,,,,,,230.0,18.0,0.006,0.0,14.0,0.0,0.0919,10.9,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-26,20.0,1.0,1.429,,,,0.52,0.026,0.037,,,,,,,,,,,,,292.0,62.0,0.008,0.002,21.0,0.001,0.068,14.7,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-27,22.0,2.0,1.571,,,,0.572,0.052,0.041,,,,,,,,,,,,,369.0,77.0,0.01,0.002,31.0,0.001,0.0507,19.7,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-28,28.0,6.0,2.143,,,,0.728,0.156,0.056,,,,,,,,,,,,,,,,,39.0,0.001,0.0549,18.2,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-02-29,33.0,5.0,2.714,,,,0.858,0.13,0.071,,,,,,,,,,,,,510.0,,0.013,,47.0,0.001,0.0577,17.3,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-01,38.0,5.0,3.286,,,,0.988,0.13,0.085,,,,,,,,,,,,,635.0,125.0,0.017,0.003,63.0,0.002,0.0522,19.2,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2344.9001,-4.19,-3.53,-61.889164
CAN,North America,Canada,2020-03-02,45.0,7.0,4.143,,,,1.17,0.182,0.108,,,,,,,,,,,,,,,,,67.0,0.002,0.0618,16.2,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-03,51.0,6.0,4.571,,,,1.326,0.156,0.119,,,,,,,,,,,,,733.0,,0.019,,72.0,0.002,0.0635,15.8,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-04,59.0,8.0,5.571,,,,1.534,0.208,0.145,,,,,,,,,,,,,,,,,89.0,0.002,0.0626,16.0,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-05,71.0,12.0,7.0,,,,1.846,0.312,0.182,,,,,,,,,,,,,1099.0,,0.029,,104.0,0.003,0.0673,14.9,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-06,90.0,19.0,8.857,,,,2.34,0.494,0.23,,,,,,,,,,,,,1395.0,296.0,0.037,0.008,136.0,0.004,0.0651,15.4,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-07,98.0,8.0,9.286,,,,2.548,0.208,0.241,,,,,,,,,,,,,1767.0,372.0,0.046,0.01,180.0,0.005,0.0516,19.4,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-08,120.0,22.0,11.714,,,,3.121,0.572,0.305,,,,,,,,,,,,,2699.0,932.0,0.071,0.024,295.0,0.008,0.0397,25.2,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2574.0002,-4.15,-3.82,-67.93582
CAN,North America,Canada,2020-03-09,144.0,24.0,14.143,1.0,1.0,,3.745,0.624,0.368,0.026,0.026,,2.26,,,,,,,,,3531.0,832.0,0.093,0.022,407.0,0.011,0.0347,28.8,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-10,165.0,21.0,16.286,1.0,0.0,,4.291,0.546,0.424,0.026,0.0,,2.27,,,,,,,,,,,,,494.0,0.013,0.033,30.3,tests performed,,,,,,,,,,,,,,2.78,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-11,228.0,63.0,24.143,1.0,0.0,,5.929,1.638,0.628,0.026,0.0,,2.31,,,,,,,,,4846.0,,0.127,,561.0,0.015,0.043,23.2,tests performed,,,,,,,,,,,,,,13.89,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-12,289.0,61.0,31.143,1.0,0.0,,7.515,1.586,0.81,0.026,0.0,,2.32,,,,,,,,,6739.0,1893.0,0.177,0.05,806.0,0.021,0.0386,25.9,tests performed,,,,,,,,,,,,,,22.22,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-13,386.0,97.0,42.286,1.0,0.0,,10.038,2.522,1.1,0.026,0.0,,2.34,,,,,,,,,9889.0,3150.0,0.259,0.083,1213.0,0.032,0.0349,28.7,tests performed,,,,,,,,,,,,,,22.22,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-14,453.0,67.0,50.714,1.0,0.0,0.143,11.78,1.742,1.319,0.026,0.0,0.004,2.34,,,,,,,,,13209.0,3320.0,0.346,0.087,1635.0,0.043,0.031,32.2,tests performed,,,,,,,,,,,,,,24.07,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-15,549.0,96.0,61.286,1.0,0.0,0.143,14.277,2.496,1.594,0.026,0.0,0.004,2.35,,,,,,,,,17357.0,4148.0,0.455,0.109,2094.0,0.055,0.0293,34.2,tests performed,,,,,,,,,,,,,,24.07,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2782.1003,-4.1,-3.53,-73.42823
CAN,North America,Canada,2020-03-16,700.0,151.0,79.429,4.0,3.0,0.429,18.203,3.927,2.066,0.104,0.078,0.011,2.36,,,,,,,,,21876.0,4519.0,0.573,0.118,2621.0,0.069,0.0303,33.0,tests performed,,,,,,,,,,,,,,43.52,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-17,854.0,154.0,98.429,6.0,2.0,0.714,22.208,4.005,2.56,0.156,0.052,0.019,2.36,,,,,,,,,26907.0,5031.0,0.705,0.132,3246.0,0.085,0.0303,33.0,tests performed,,,,,,,,,,,,,,43.52,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-18,1097.0,243.0,124.143,11.0,5.0,1.429,28.527,6.319,3.228,0.286,0.13,0.037,2.36,,,,,,,,,34193.0,7286.0,0.896,0.191,4192.0,0.11,0.0296,33.8,tests performed,,,,,,,,,,,,,,62.96,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-19,1349.0,252.0,151.429,12.0,1.0,1.571,35.081,6.553,3.938,0.312,0.026,0.041,2.34,,,,,,,,,42801.0,8608.0,1.122,0.226,5152.0,0.135,0.0294,34.0,tests performed,,,,,,,,,,,,,,62.96,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-20,1692.0,343.0,186.571,15.0,3.0,2.0,44.0,8.92,4.852,0.39,0.078,0.052,2.32,,,,,,,,,50068.0,7267.0,1.312,0.19,5740.0,0.15,0.0325,30.8,tests performed,,,,,,,,,,,,,,73.15,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-21,2195.0,503.0,248.857,18.0,3.0,2.429,57.081,13.08,6.471,0.468,0.078,0.063,2.3,,,,,,,,,58195.0,8127.0,1.525,0.213,6427.0,0.168,0.0387,25.8,tests performed,,,,,,,,,,,,,,73.15,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-22,2652.0,457.0,300.429,22.0,4.0,3.0,68.965,11.884,7.813,0.572,0.104,0.078,2.25,,,,,,,,,68730.0,10535.0,1.801,0.276,7339.0,0.192,0.0409,24.4,tests performed,,,,,,,,,,,,,,73.15,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2766.2004,-3.75,0.27,-73.008575
CAN,North America,Canada,2020-03-23,3298.0,646.0,371.143,29.0,7.0,3.571,85.764,16.799,9.652,0.754,0.182,0.093,2.2,,,,,,,,,79877.0,11147.0,2.093,0.292,8286.0,0.217,0.0448,22.3,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-24,3997.0,699.0,449.0,34.0,5.0,4.0,103.941,18.177,11.676,0.884,0.13,0.104,2.14,,,,,,,,,90468.0,10591.0,2.371,0.278,9080.0,0.238,0.0494,20.2,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-25,4570.0,573.0,496.143,47.0,13.0,5.143,118.842,14.901,12.902,1.222,0.338,0.134,2.08,,,,,,,,,101538.0,11070.0,2.661,0.29,9621.0,0.252,0.0516,19.4,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-26,5511.0,941.0,594.571,59.0,12.0,6.714,143.313,24.471,15.462,1.534,0.312,0.175,2.02,,,,,,,,,112449.0,10911.0,2.947,0.286,9950.0,0.261,0.0598,16.7,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-27,6380.0,869.0,669.714,66.0,7.0,7.286,165.911,22.598,17.416,1.716,0.182,0.189,1.97,,,,,,,,,124666.0,12217.0,3.267,0.32,10657.0,0.279,0.0628,15.9,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-28,7310.0,930.0,730.714,83.0,17.0,9.286,190.096,24.185,19.002,2.158,0.442,0.241,1.91,,,,,,,,,137153.0,12487.0,3.595,0.327,11280.0,0.296,0.0648,15.4,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-29,8246.0,936.0,799.143,98.0,15.0,10.857,214.436,24.341,20.782,2.548,0.39,0.282,1.86,,,,,,,,,152595.0,15442.0,3.999,0.405,11981.0,0.314,0.0667,15.0,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2635.3005,-3.31,2.25,-69.55373
CAN,North America,Canada,2020-03-30,9478.0,1232.0,882.857,117.0,19.0,12.571,246.474,32.038,22.959,3.043,0.494,0.327,1.8,,,,,,,,,164718.0,12123.0,4.317,0.318,12120.0,0.318,0.0728,13.7,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-03-31,10711.0,1233.0,959.143,152.0,35.0,16.857,278.538,32.064,24.942,3.953,0.91,0.438,1.75,,,,,,,,,178318.0,13600.0,4.674,0.356,12550.0,0.329,0.0764,13.1,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-04-01,12023.0,1312.0,1064.714,175.0,23.0,18.286,312.657,34.118,27.688,4.551,0.598,0.476,1.69,207.0,5.383,841.0,21.87,,,,,192339.0,14021.0,5.041,0.367,12972.0,0.34,0.0821,12.2,tests performed,,,,,,,,,,,,,,76.39,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-04-02,13742.0,1719.0,1175.857,224.0,49.0,23.571,357.359,44.702,30.578,5.825,1.274,0.613,1.64,225.0,5.851,571.0,14.849,,,,,208760.0,16421.0,5.471,0.43,13759.0,0.361,0.0855,11.7,tests performed,,,,,,,,,,,,,,76.39,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-04-03,15074.0,1332.0,1242.0,277.0,53.0,30.143,391.997,34.638,32.298,7.203,1.378,0.784,1.58,228.0,5.929,596.0,15.499,,,,,223618.0,14858.0,5.861,0.389,14136.0,0.37,0.0879,11.4,tests performed,,,,,,,,,,,,,,76.39,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-04-04,16410.0,1336.0,1300.0,360.0,83.0,39.571,426.74,34.743,33.806,9.362,2.158,1.029,1.53,233.0,6.059,668.0,17.371,,,,,238679.0,15061.0,6.256,0.395,14504.0,0.38,0.0896,11.2,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CAN,North America,Canada,2020-04-05,17599.0,1189.0,1336.143,435.0,75.0,48.143,457.66,30.92,34.746,11.312,1.95,1.252,1.48,254.0,6.605,697.0,18.125,,,,,251171.0,12492.0,6.583,0.327,14082.0,0.369,0.0949,10.5,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,-2092.4004,-2.45,9.43,-55.224915
